;intézmény megyéje;intézmény városa;vizsgázó évfolyama;vizsgázó képzési típusa;vizsgázó neme;vizsgázó képzési munkarendje;vizsgatárgy neve;vizsga szintje;vizsga fajtája;vizsgamentesség;vizsga nyelve;érdemjegy;össz százalék;össz pontszám;vizsgázó részvétele;I. feleletválasztós kérdéssor;II. esszé: tartalom;II. esszé:  kifejtés módja;III. összetett feladatok;írásbeli pontszám;mérés és tételkifejtés: tartalmi helyesség;mérés és tételkifejtés: felépítés, kifejtés;szóbeli pontszám;év;szint;időszak;egy téma kifejtése kísérlettel vagy méréssel: tartalom;egy téma kifejtése kísérlettel vagy méréssel: felépítés, kifejtés;II. összetett feladatok
12451;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;elõrehozott;-;magyar;5.0;86.0;130.0;megjelent;30.0;;;;73.0;;;57.0;2014;K;ősz;52.0;5.0;43.0
12452;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;angol;4.0;69.0;104.0;megjelent;16.0;;;;50.0;;;54.0;2014;K;ősz;49.0;5.0;34.0
12453;Budapest;Budapest;13.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;24.0;;;;46.0;;;44.0;2014;K;ősz;41.0;3.0;22.0
12454;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;87.0;131.0;megjelent;32.0;;;;72.0;;;59.0;2014;K;ősz;55.0;4.0;40.0
12455;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;83.0;125.0;megjelent;28.0;;;;69.0;;;56.0;2014;K;ősz;51.0;5.0;41.0
12456;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;86.0;129.0;megjelent;34.0;;;;69.0;;;60.0;2014;K;ősz;55.0;5.0;35.0
12457;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;96.0;145.0;megjelent;36.0;;;;85.0;;;60.0;2014;K;ősz;55.0;5.0;49.0
12458;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;81.0;122.0;megjelent;30.0;;;;62.0;;;60.0;2014;K;ősz;55.0;5.0;32.0
12459;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;német;3.0;50.0;76.0;megjelent;8.0;;;;33.0;;;43.0;2014;K;ősz;40.0;3.0;25.0
12460;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;63.0;95.0;megjelent;22.0;;;;55.0;;;40.0;2014;K;ősz;36.0;4.0;33.0
12461;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;64.0;96.0;megjelent;16.0;;;;41.0;;;55.0;2014;K;ősz;50.0;5.0;25.0
12462;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;2.0;34.0;52.0;megjelent;20.0;;;;34.0;;;18.0;2014;K;ősz;16.0;2.0;14.0
12463;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;68.0;102.0;megjelent;22.0;;;;44.0;;;58.0;2014;K;ősz;53.0;5.0;22.0
12464;Budapest;Budapest;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;2.0;28.0;43.0;megjelent;24.0;;;;30.0;;;13.0;2014;K;ősz;10.0;3.0;6.0
12465;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;95.0;143.0;megjelent;38.0;;;;83.0;;;60.0;2014;K;ősz;55.0;5.0;45.0
12466;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;94.0;141.0;megjelent;36.0;;;;85.0;;;56.0;2014;K;ősz;52.0;4.0;49.0
12467;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;73.0;110.0;megjelent;34.0;;;;54.0;;;56.0;2014;K;ősz;51.0;5.0;20.0
12468;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;74.0;111.0;megjelent;24.0;;;;51.0;;;60.0;2014;K;ősz;55.0;5.0;27.0
12469;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;75.0;113.0;megjelent;30.0;;;;71.0;;;42.0;2014;K;ősz;38.0;4.0;41.0
12470;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;56.0;84.0;megjelent;24.0;;;;32.0;;;52.0;2014;K;ősz;49.0;3.0;8.0
12471;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;angol;4.0;70.0;105.0;megjelent;26.0;;;;54.0;;;51.0;2014;K;ősz;46.0;5.0;28.0
12472;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;82.0;123.0;megjelent;28.0;;;;63.0;;;60.0;2014;K;ősz;55.0;5.0;35.0
12473;Budapest;Budapest;13.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;német;3.0;46.0;70.0;megjelent;20.0;;;;31.0;;;39.0;2014;K;ősz;36.0;3.0;11.0
12474;Budapest;Budapest;13.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;50.0;75.0;megjelent;14.0;;;;35.0;;;40.0;2014;K;ősz;37.0;3.0;21.0
12475;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;90.0;135.0;megjelent;30.0;;;;76.0;;;59.0;2014;K;ősz;54.0;5.0;46.0
12476;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;63.0;95.0;megjelent;22.0;;;;44.0;;;51.0;2014;K;ősz;47.0;4.0;22.0
12477;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;73.0;110.0;megjelent;30.0;;;;56.0;;;54.0;2014;K;ősz;51.0;3.0;26.0
12478;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;72.0;109.0;megjelent;20.0;;;;49.0;;;60.0;2014;K;ősz;55.0;5.0;29.0
12479;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;54.0;82.0;megjelent;26.0;;;;46.0;;;36.0;2014;K;ősz;33.0;3.0;20.0
12480;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;78.0;118.0;megjelent;30.0;;;;58.0;;;60.0;2014;K;ősz;55.0;5.0;28.0
12481;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;62.0;94.0;megjelent;28.0;;;;52.0;;;42.0;2014;K;ősz;40.0;2.0;24.0
12482;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;44.0;66.0;megjelent;18.0;;;;28.0;;;38.0;2014;K;ősz;34.0;4.0;10.0
12483;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;88.0;133.0;megjelent;36.0;;;;80.0;;;53.0;2014;K;ősz;48.0;5.0;44.0
12484;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;121.0;megjelent;28.0;;;;65.0;;;56.0;2014;K;ősz;51.0;5.0;37.0
12485;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;1.0;40.0;60.0;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12486;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;121.0;megjelent;20.0;;;;63.0;;;58.0;2014;K;ősz;53.0;5.0;43.0
12487;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;88.0;133.0;megjelent;30.0;;;;75.0;;;58.0;2014;K;ősz;53.0;5.0;45.0
12488;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;60.0;90.0;megjelent;20.0;;;;41.0;;;49.0;2014;K;ősz;46.0;3.0;21.0
12489;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;86.0;130.0;megjelent;26.0;;;;70.0;;;60.0;2014;K;ősz;55.0;5.0;44.0
12490;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;52.0;78.0;megjelent;26.0;;;;44.0;;;34.0;2014;K;ősz;32.0;2.0;18.0
12491;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;74.0;111.0;megjelent;24.0;;;;53.0;;;58.0;2014;K;ősz;54.0;4.0;29.0
12492;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;84.0;126.0;megjelent;24.0;;;;72.0;;;54.0;2014;K;ősz;49.0;5.0;48.0
12493;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;angol;3.0;54.0;81.0;megjelent;18.0;;;;37.0;;;44.0;2014;K;ősz;40.0;4.0;19.0
12494;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;2.0;30.0;45.0;megjelent;12.0;;;;16.0;;;29.0;2014;K;ősz;26.0;3.0;4.0
12495;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;120.0;megjelent;24.0;;;;60.0;;;60.0;2014;K;ősz;55.0;5.0;36.0
12496;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;angol;3.0;53.0;80.0;megjelent;24.0;;;;43.0;;;37.0;2014;K;ősz;33.0;4.0;19.0
12497;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;84.0;126.0;megjelent;28.0;;;;74.0;;;52.0;2014;K;ősz;48.0;4.0;46.0
12498;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;54.0;81.0;megjelent;24.0;;;;44.0;;;37.0;2014;K;ősz;34.0;3.0;20.0
12499;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;90.0;136.0;megjelent;28.0;;;;76.0;;;60.0;2014;K;ősz;55.0;5.0;48.0
12500;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;69.0;104.0;megjelent;28.0;;;;52.0;;;52.0;2014;K;ősz;47.0;5.0;24.0
12501;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;94.0;142.0;megjelent;34.0;;;;82.0;;;60.0;2014;K;ősz;55.0;5.0;48.0
12502;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;82.0;124.0;megjelent;28.0;;;;64.0;;;60.0;2014;K;ősz;55.0;5.0;36.0
12503;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;96.0;144.0;megjelent;34.0;;;;84.0;;;60.0;2014;K;ősz;55.0;5.0;50.0
12504;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;46.0;69.0;megjelent;14.0;;;;30.0;;;39.0;2014;K;ősz;36.0;3.0;16.0
12505;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;97.0;146.0;megjelent;36.0;;;;86.0;;;60.0;2014;K;ősz;55.0;5.0;50.0
12506;Budapest;Budapest;13.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;69.0;104.0;megjelent;22.0;;;;56.0;;;48.0;2014;K;ősz;44.0;4.0;34.0
12507;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;53.0;80.0;megjelent;14.0;;;;35.0;;;45.0;2014;K;ősz;41.0;4.0;21.0
12508;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;65.0;98.0;megjelent;26.0;;;;57.0;;;41.0;2014;K;ősz;37.0;4.0;31.0
12509;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;1.0;31.0;47.0;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12510;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;76.0;115.0;megjelent;32.0;;;;55.0;;;60.0;2014;K;ősz;55.0;5.0;23.0
12511;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;120.0;megjelent;32.0;;;;61.0;;;59.0;2014;K;ősz;54.0;5.0;29.0
12512;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;74.0;112.0;megjelent;26.0;;;;61.0;;;51.0;2014;K;ősz;47.0;4.0;35.0
12513;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;76.0;114.0;megjelent;24.0;;;;54.0;;;60.0;2014;K;ősz;55.0;5.0;30.0
12514;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;53.0;80.0;megjelent;30.0;;;;42.0;;;38.0;2014;K;ősz;35.0;3.0;12.0
12515;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12516;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;az írásbeli vizsga helyett szóbeli vizsgát tesz (100/1997. Korm. rend. 37. § (1)-(3));magyar;3.0;41.0;50.0;megjelent;;;;;;;;50.0;2014;K;ősz;48.0;2.0;
12517;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;66.0;99.0;megjelent;26.0;;;;51.0;;;48.0;2014;K;ősz;44.0;4.0;25.0
12518;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;75.0;113.0;megjelent;28.0;;;;53.0;;;60.0;2014;K;ősz;55.0;5.0;25.0
12519;Budapest;Budapest;;-;nõ;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;61.0;92.0;megjelent;26.0;;;;44.0;;;48.0;2014;K;ősz;43.0;5.0;18.0
12520;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;89.0;134.0;megjelent;26.0;;;;74.0;;;60.0;2014;K;ősz;55.0;5.0;48.0
12521;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;70.0;105.0;megjelent;20.0;;;;45.0;;;60.0;2014;K;ősz;55.0;5.0;25.0
12522;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;90.0;136.0;megjelent;32.0;;;;81.0;;;55.0;2014;K;ősz;51.0;4.0;49.0
12523;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;spanyol;5.0;81.0;122.0;megjelent;26.0;;;;62.0;;;60.0;2014;K;ősz;55.0;5.0;36.0
12524;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;1.0;25.0;38.0;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12525;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;52.0;78.0;megjelent;22.0;;;;40.0;;;38.0;2014;K;ősz;35.0;3.0;18.0
12526;Budapest;Budapest;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;;;;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12527;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;121.0;megjelent;28.0;;;;64.0;;;57.0;2014;K;ősz;52.0;5.0;36.0
12528;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;86.0;130.0;megjelent;38.0;;;;77.0;;;53.0;2014;K;ősz;49.0;4.0;39.0
12529;Budapest;Budapest;13.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;120.0;megjelent;26.0;;;;60.0;;;60.0;2014;K;ősz;55.0;5.0;34.0
12530;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;72.0;108.0;megjelent;22.0;;;;52.0;;;56.0;2014;K;ősz;51.0;5.0;30.0
12531;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;76.0;114.0;megjelent;20.0;;;;54.0;;;60.0;2014;K;ősz;55.0;5.0;34.0
12532;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;64.0;96.0;megjelent;16.0;;;;38.0;;;58.0;2014;K;ősz;53.0;5.0;22.0
12533;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;64.0;96.0;megjelent;26.0;;;;57.0;;;39.0;2014;K;ősz;35.0;4.0;31.0
12534;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;88.0;133.0;megjelent;34.0;;;;84.0;;;49.0;2014;K;ősz;46.0;3.0;50.0
12535;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;69.0;104.0;megjelent;24.0;;;;52.0;;;52.0;2014;K;ősz;47.0;5.0;28.0
12536;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;93.0;140.0;megjelent;36.0;;;;85.0;;;55.0;2014;K;ősz;51.0;4.0;49.0
12537;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;70.0;105.0;megjelent;20.0;;;;45.0;;;60.0;2014;K;ősz;55.0;5.0;25.0
12538;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;80.0;120.0;megjelent;28.0;;;;62.0;;;58.0;2014;K;ősz;53.0;5.0;34.0
12539;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;mentesül az értékelési rendszer egy részlete alól (100/1997. Korm. rend. 20. § (7) d));magyar;2.0;25.0;38.0;megjelent;14.0;;;;24.0;;;14.0;2014;K;ősz;12.0;2.0;10.0
12540;Budapest;Budapest;13.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;42.0;63.0;megjelent;22.0;;;;41.0;;;22.0;2014;K;ősz;20.0;2.0;19.0
12541;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;1.0;24.0;36.0;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12542;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;54.0;82.0;megjelent;28.0;;;;47.0;;;35.0;2014;K;ősz;32.0;3.0;19.0
12543;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;50.0;76.0;megjelent;18.0;;;;36.0;;;40.0;2014;K;ősz;36.0;4.0;18.0
12544;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;87.0;131.0;megjelent;32.0;;;;75.0;;;56.0;2014;K;ősz;51.0;5.0;43.0
12545;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;68.0;103.0;megjelent;20.0;;;;52.0;;;51.0;2014;K;ősz;48.0;3.0;32.0
12546;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;91.0;137.0;megjelent;36.0;;;;79.0;;;58.0;2014;K;ősz;53.0;5.0;43.0
12547;Budapest;Budapest;12.0;szakközép;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;3.0;53.0;80.0;megjelent;20.0;;;;32.0;;;48.0;2014;K;ősz;43.0;5.0;12.0
12548;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;54.0;82.0;megjelent;26.0;;;;30.0;;;52.0;2014;K;ősz;48.0;4.0;4.0
12549;Budapest;Budapest;;-;nõ;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;4.0;60.0;91.0;megjelent;22.0;;;;42.0;;;49.0;2014;K;ősz;44.0;5.0;20.0
12550;Budapest;Budapest;13.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;84.0;127.0;megjelent;24.0;;;;67.0;;;60.0;2014;K;ősz;55.0;5.0;43.0
12551;Budapest;Budapest;;gimnázium;férfi;nincs tanulói jogviszonya;fizika;közép;javító;-;magyar;4.0;70.0;105.0;megjelent;18.0;;;;45.0;;;60.0;2014;K;ősz;55.0;5.0;27.0
12552;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;61.0;92.0;megjelent;20.0;;;;36.0;;;56.0;2014;K;ősz;51.0;5.0;16.0
12553;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;76.0;114.0;megjelent;30.0;;;;58.0;;;56.0;2014;K;ősz;51.0;5.0;28.0
12554;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;66.0;100.0;megjelent;26.0;;;;49.0;;;51.0;2014;K;ősz;47.0;4.0;23.0
12555;Budapest;Budapest;;szakközép;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;5.0;95.0;143.0;megjelent;40.0;;;;88.0;;;55.0;2014;K;ősz;50.0;5.0;48.0
12556;Budapest;Budapest;12.0;szakközép;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;3.0;47.0;71.0;megjelent;24.0;;;;34.0;;;37.0;2014;K;ősz;34.0;3.0;10.0
12557;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;100.0;150.0;megjelent;40.0;;;;90.0;;;60.0;2014;K;ősz;55.0;5.0;50.0
12558;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;1.0;36.0;54.0;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12559;Budapest;Budapest;12.0;gimnázium;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;4.0;70.0;105.0;megjelent;26.0;;;;45.0;;;60.0;2014;K;ősz;55.0;5.0;19.0
12560;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;83.0;125.0;megjelent;26.0;;;;71.0;;;54.0;2014;K;ősz;50.0;4.0;45.0
12561;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;68.0;102.0;megjelent;20.0;;;;45.0;;;57.0;2014;K;ősz;52.0;5.0;25.0
12562;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;ismétlõ;-;magyar;4.0;71.0;107.0;megjelent;18.0;;;;51.0;;;56.0;2014;K;ősz;51.0;5.0;33.0
12563;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;44.0;67.0;megjelent;18.0;;;;31.0;;;36.0;2014;K;ősz;33.0;3.0;13.0
12564;Budapest;Budapest;12.0;szakközép;férfi;felnõttoktatás, esti/levelezõ;fizika;közép;elõrehozott;-;magyar;3.0;41.0;62.0;megjelent;12.0;;;;12.0;;;50.0;2014;K;ősz;46.0;4.0;0.0
12565;Budapest;Budapest;12.0;gimnázium;nõ;felnõttoktatás, esti/levelezõ;fizika;közép;rendes;-;magyar;4.0;70.0;106.0;megjelent;28.0;;;;46.0;;;60.0;2014;K;ősz;55.0;5.0;18.0
12566;Budapest;Budapest;13.0;szakközép;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;75.0;113.0;megjelent;28.0;;;;53.0;;;60.0;2014;K;ősz;55.0;5.0;25.0
12567;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;66.0;99.0;megjelent;20.0;;;;43.0;;;56.0;2014;K;ősz;52.0;4.0;23.0
12568;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;46.0;69.0;megjelent;16.0;;;;29.0;;;40.0;2014;K;ősz;35.0;5.0;13.0
12569;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;45.0;68.0;megjelent;22.0;;;;36.0;;;32.0;2014;K;ősz;29.0;3.0;14.0
12570;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;72.0;108.0;megjelent;28.0;;;;55.0;;;53.0;2014;K;ősz;50.0;3.0;27.0
12571;Budapest;Budapest;;szakközép;férfi;nincs tanulói jogviszonya;fizika;közép;javító;-;magyar;;;;nem jelent meg;;;;;;;;;2014;K;ősz;;;
12572;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;3.0;56.0;85.0;megjelent;16.0;;;;33.0;;;52.0;2014;K;ősz;47.0;5.0;17.0
12573;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;3.0;50.0;75.0;megjelent;20.0;;;;41.0;;;34.0;2014;K;ősz;31.0;3.0;21.0
12574;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;84.0;126.0;megjelent;30.0;;;;66.0;;;60.0;2014;K;ősz;55.0;5.0;36.0
12575;Budapest;Budapest;;-;férfi;nincs tanulói jogviszonya;fizika;közép;kiegészítõ;-;magyar;4.0;75.0;113.0;megjelent;28.0;;;;53.0;;;60.0;2014;K;ősz;55.0;5.0;25.0
12576;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;66.0;99.0;megjelent;20.0;;;;46.0;;;53.0;2014;K;ősz;49.0;4.0;26.0
12577;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;67.0;101.0;megjelent;22.0;;;;44.0;;;57.0;2014;K;ősz;52.0;5.0;22.0
12578;Budapest;Budapest;12.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;5.0;89.0;134.0;megjelent;34.0;;;;80.0;;;54.0;2014;K;ősz;49.0;5.0;46.0
12579;Budapest;Budapest;12.0;szakközép;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;64.0;97.0;megjelent;18.0;;;;40.0;;;57.0;2014;K;ősz;52.0;5.0;22.0
12580;Budapest;Budapest;13.0;gimnázium;férfi;nappali;fizika;közép;rendes;-;magyar;4.0;65.0;98.0;megjelent;26.0;;;;53.0;;;45.0;2014;K;ősz;42.0;3.0;27.0
12581;Budapest;Budapest;12.0;gimnázium;nõ;nappali;fizika;közép;rendes;-;magyar;4.0;71.0;107.0;megjelent;30.0;;;;51.0;;;56.0;2014;K;ősz;51.0;5.0;21.0
