# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-07 06:49:31 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01646500 POTOMAC RIVER NEAR WASH, DC LITTLE FALLS PUMP STA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01646500
#            TS   parameter     Description
#         69928       00060     Discharge, cubic feet per second
#         69929       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	69928_00060	69928_00060_cd	69929_00065	69929_00065_cd
USGS	01646500	2019-11-27 17:15	EST	3370	A	3.10	A
USGS	01646500	2019-11-27 17:30	EST	3370	A	3.10	A
USGS	01646500	2019-11-27 17:45	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 18:00	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 18:15	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 18:30	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 18:45	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 19:00	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 19:15	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 19:30	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 19:45	EST	3260	A	3.08	A
USGS	01646500	2019-11-27 20:00	EST	3370	A	3.10	A
USGS	01646500	2019-11-27 20:15	EST	3370	A	3.10	A
USGS	01646500	2019-11-27 20:30	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 20:45	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 21:00	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 21:15	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 21:30	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 21:45	EST	3260	A	3.08	A
USGS	01646500	2019-11-27 22:00	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 22:15	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 22:30	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 22:45	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 23:00	EST	3310	A	3.09	A
USGS	01646500	2019-11-27 23:15	EST	3260	A	3.08	A
USGS	01646500	2019-11-27 23:30	EST	3260	A	3.08	A
USGS	01646500	2019-11-27 23:45	EST	3260	A	3.08	A
USGS	01646500	2019-11-28 00:00	EST	3310	A	3.09	A
USGS	01646500	2019-11-28 00:15	EST	3260	A	3.08	A
USGS	01646500	2019-11-28 00:30	EST	3310	A	3.09	A
USGS	01646500	2019-11-28 01:30	EST	3260	A	3.08	A
USGS	01646500	2019-11-28 01:45	EST	3370	A	3.10	A
USGS	01646500	2019-11-28 02:00	EST	3250	A:e	3.08	A
USGS	01646500	2019-11-28 04:00	EST	3250	A:e		
USGS	01646500	2019-11-28 06:00	EST	3240	A:e		
USGS	01646500	2019-11-28 08:00	EST	3230	A:e		
USGS	01646500	2019-11-28 10:00	EST	3220	A:e		
USGS	01646500	2019-11-28 12:00	EST	3210	A:e		
USGS	01646500	2019-11-28 14:00	EST	3190	A:e		
USGS	01646500	2019-11-28 16:00	EST	3180	A:e		
USGS	01646500	2019-11-28 18:00	EST	3160	A:e		
USGS	01646500	2019-11-28 20:00	EST	3120	A:e		
USGS	01646500	2019-11-28 22:00	EST	3100	A:e		
USGS	01646500	2019-11-29 00:00	EST	3110	A:e		
USGS	01646500	2019-11-29 02:00	EST	3110	A:e		
USGS	01646500	2019-11-29 04:00	EST	3110	A:e		
USGS	01646500	2019-11-29 06:00	EST	3100	A:e		
USGS	01646500	2019-11-29 08:00	EST	3070	A:e		
USGS	01646500	2019-11-29 10:00	EST	3040	A:e		
USGS	01646500	2019-11-29 12:00	EST	3010	A:e		
USGS	01646500	2019-11-29 14:00	EST	2970	A:e		
USGS	01646500	2019-11-29 16:00	EST	2970	A:e		
USGS	01646500	2019-11-29 18:00	EST	2980	A:e		
USGS	01646500	2019-11-29 20:00	EST	2980	A:e		
USGS	01646500	2019-11-29 22:00	EST	2980	A:e		
USGS	01646500	2019-11-30 00:00	EST	2980	A:e		
USGS	01646500	2019-11-30 02:00	EST	2980	A:e		
USGS	01646500	2019-11-30 04:00	EST	2980	A:e		
USGS	01646500	2019-11-30 06:00	EST	2980	A:e		
USGS	01646500	2019-11-30 08:00	EST	2980	A:e		
USGS	01646500	2019-11-30 10:00	EST	2930	A:e		
USGS	01646500	2019-11-30 12:00	EST	2900	A:e		
USGS	01646500	2019-11-30 14:00	EST	2860	A:e		
USGS	01646500	2019-11-30 16:00	EST	2840	A:e		
USGS	01646500	2019-11-30 18:00	EST	2830	A:e		
USGS	01646500	2019-11-30 20:00	EST	2830	A:e		
USGS	01646500	2019-11-30 22:00	EST	2840	A:e		
USGS	01646500	2019-12-01 00:00	EST	2840	A:e		
USGS	01646500	2019-12-01 02:00	EST	2840	A:e		
USGS	01646500	2019-12-01 04:00	EST	2850	A:e		
USGS	01646500	2019-12-01 06:00	EST	2870	A:e		
USGS	01646500	2019-12-01 08:00	EST	2900	A:e		
USGS	01646500	2019-12-01 10:00	EST	2930	A:e		
USGS	01646500	2019-12-01 12:00	EST	2940	A:e		
USGS	01646500	2019-12-01 14:00	EST	2940	A:e		
USGS	01646500	2019-12-01 16:00	EST	2940	A:e		
USGS	01646500	2019-12-01 18:00	EST	2940	A:e		
USGS	01646500	2019-12-01 20:00	EST	2940	A:e		
USGS	01646500	2019-12-01 22:00	EST	2940	A:e		
USGS	01646500	2019-12-02 00:00	EST	2950	A:e		
USGS	01646500	2019-12-02 02:00	EST	2950	A:e		
USGS	01646500	2019-12-02 04:00	EST	2960	A:e		
USGS	01646500	2019-12-02 06:00	EST	2980	A:e		
USGS	01646500	2019-12-02 08:00	EST	3000	A:e		
USGS	01646500	2019-12-02 10:00	EST	3010	A:e		
USGS	01646500	2019-12-02 11:45	EST			3.04	A
USGS	01646500	2019-12-02 12:00	EST	3070	A	3.05	A
USGS	01646500	2019-12-02 12:15	EST	3070	A	3.05	A
USGS	01646500	2019-12-02 12:30	EST	3070	A	3.05	A
USGS	01646500	2019-12-02 12:45	EST	3020	A	3.04	A
USGS	01646500	2019-12-02 13:00	EST	3070	A	3.05	A
USGS	01646500	2019-12-02 13:15	EST	3070	A	3.05	A
USGS	01646500	2019-12-02 13:30	EST	3070	A	3.05	A
USGS	01646500	2019-12-02 13:45	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 14:00	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 14:15	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 14:30	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 14:45	EST	3130	A	3.06	A
USGS	01646500	2019-12-02 15:00	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 15:15	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 15:30	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 15:45	EST	3020	A	3.04	A
USGS	01646500	2019-12-02 16:00	EST	3080	A	3.05	A
USGS	01646500	2019-12-02 16:15	EST	3130	A	3.06	A
USGS	01646500	2019-12-02 16:30	EST	3130	A	3.06	A
USGS	01646500	2019-12-02 16:45	EST	3130	A	3.06	A
USGS	01646500	2019-12-02 17:00	EST	3130	A	3.06	A
USGS	01646500	2019-12-02 17:15	EST	3190	A	3.07	A
USGS	01646500	2019-12-02 17:30	EST	3190	A	3.07	A
USGS	01646500	2019-12-02 17:45	EST	3190	A	3.07	A
USGS	01646500	2019-12-02 18:00	EST	3190	A	3.07	A
USGS	01646500	2019-12-02 18:15	EST	3190	A	3.07	A
USGS	01646500	2019-12-02 18:30	EST	3240	A	3.08	A
USGS	01646500	2019-12-02 18:45	EST	3240	A	3.08	A
USGS	01646500	2019-12-02 19:00	EST	3240	A	3.08	A
USGS	01646500	2019-12-02 19:15	EST	3300	A	3.09	A
USGS	01646500	2019-12-02 19:30	EST	3300	A	3.09	A
USGS	01646500	2019-12-02 19:45	EST	3300	A	3.09	A
USGS	01646500	2019-12-02 20:00	EST	3300	A	3.09	A
USGS	01646500	2019-12-02 20:15	EST	3300	A	3.09	A
USGS	01646500	2019-12-02 20:30	EST	3360	A	3.10	A
USGS	01646500	2019-12-02 20:45	EST	3300	A	3.09	A
USGS	01646500	2019-12-02 21:00	EST	3360	A	3.10	A
USGS	01646500	2019-12-02 21:15	EST	3410	A	3.11	A
USGS	01646500	2019-12-02 21:30	EST	3360	A	3.10	A
USGS	01646500	2019-12-02 21:45	EST	3410	A	3.11	A
USGS	01646500	2019-12-02 22:00	EST	3410	A	3.11	A
USGS	01646500	2019-12-02 22:15	EST	3470	A	3.12	A
USGS	01646500	2019-12-02 22:30	EST	3420	A	3.11	A
USGS	01646500	2019-12-02 22:45	EST	3420	A	3.11	A
USGS	01646500	2019-12-02 23:00	EST	3530	A	3.13	A
USGS	01646500	2019-12-02 23:15	EST	3470	A	3.12	A
USGS	01646500	2019-12-02 23:30	EST	3470	A	3.12	A
USGS	01646500	2019-12-02 23:45	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 00:00	EST	3470	A	3.12	A
USGS	01646500	2019-12-03 00:15	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 00:30	EST	3470	A	3.12	A
USGS	01646500	2019-12-03 00:45	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 01:00	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 01:15	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 01:30	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 01:45	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 02:00	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 02:15	EST	3590	A	3.14	A
USGS	01646500	2019-12-03 02:30	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 02:45	EST	3530	A	3.13	A
USGS	01646500	2019-12-03 03:00	EST	3590	A	3.14	A
USGS	01646500	2019-12-03 03:15	EST	3590	A	3.14	A
USGS	01646500	2019-12-03 03:30	EST	3590	A	3.14	A
USGS	01646500	2019-12-03 03:45	EST	3650	A	3.15	A
USGS	01646500	2019-12-03 04:00	EST	3590	A	3.14	A
USGS	01646500	2019-12-03 04:15	EST	3590	A	3.14	A
USGS	01646500	2019-12-03 04:30	EST	3650	A	3.15	A
USGS	01646500	2019-12-03 04:45	EST	3650	A	3.15	A
USGS	01646500	2019-12-03 05:00	EST	3710	A	3.16	A
USGS	01646500	2019-12-03 05:15	EST	3710	A	3.16	A
USGS	01646500	2019-12-03 05:30	EST	3770	A	3.17	A
USGS	01646500	2019-12-03 05:45	EST	3650	A	3.15	A
USGS	01646500	2019-12-03 06:00	EST	3710	A	3.16	A
USGS	01646500	2019-12-03 06:15	EST	3770	A	3.17	A
USGS	01646500	2019-12-03 06:30	EST	3770	A	3.17	A
USGS	01646500	2019-12-03 06:45	EST	3770	A	3.17	A
USGS	01646500	2019-12-03 07:00	EST	3830	A	3.18	A
USGS	01646500	2019-12-03 07:15	EST	3890	A	3.19	A
USGS	01646500	2019-12-03 07:30	EST	3830	A	3.18	A
USGS	01646500	2019-12-03 07:45	EST	3830	A	3.18	A
USGS	01646500	2019-12-03 08:00	EST	3770	A	3.17	A
USGS	01646500	2019-12-03 08:15	EST	3830	A	3.18	A
USGS	01646500	2019-12-03 08:30	EST	3830	A	3.18	A
USGS	01646500	2019-12-03 08:45	EST	3890	A	3.19	A
USGS	01646500	2019-12-03 09:00	EST	3950	A	3.20	A
USGS	01646500	2019-12-03 09:15	EST	4010	A	3.21	A
USGS	01646500	2019-12-03 09:30	EST	3890	A	3.19	A
USGS	01646500	2019-12-03 09:45	EST	3950	A	3.20	A
USGS	01646500	2019-12-03 10:00	EST	3960	A:e	3.20	A
USGS	01646500	2019-12-03 12:00	EST	3970	A:e		
USGS	01646500	2019-12-03 14:00	EST	3950	A:e		
USGS	01646500	2019-12-03 16:00	EST	3880	A:e		
USGS	01646500	2019-12-03 18:00	EST	3810	A:e		
USGS	01646500	2019-12-03 20:00	EST	3770	A:e		
USGS	01646500	2019-12-03 22:00	EST	3750	A:e		
USGS	01646500	2019-12-04 00:00	EST	3750	A:e		
USGS	01646500	2019-12-04 02:00	EST	3780	A:e		
USGS	01646500	2019-12-04 04:00	EST	3830	A:e		
USGS	01646500	2019-12-04 06:00	EST	3890	A:e		
USGS	01646500	2019-12-04 08:00	EST	3940	A:e		
USGS	01646500	2019-12-04 10:00	EST	3930	A:e		
USGS	01646500	2019-12-04 11:15	EST			3.20	A
USGS	01646500	2019-12-04 11:45	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 12:00	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 12:15	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 12:30	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 12:45	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 13:00	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 13:15	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 13:30	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 13:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 14:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 14:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 14:30	EST	3870	A	3.19	A
USGS	01646500	2019-12-04 14:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 15:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 15:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 15:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 15:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 16:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 16:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 16:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 16:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 17:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 17:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 17:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 17:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 18:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 18:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 18:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 18:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 19:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 19:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 19:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 19:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 20:00	EST	3750	A	3.17	A
USGS	01646500	2019-12-04 20:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 20:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 20:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 21:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 21:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 21:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 21:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 22:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 22:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 22:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 22:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 23:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 23:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 23:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-04 23:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 00:00	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 00:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 00:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 00:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 01:00	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 01:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 01:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 01:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 02:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 02:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 02:30	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 02:45	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 03:00	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 03:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 03:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 03:45	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 04:00	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 04:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 04:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 04:45	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 05:00	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 05:15	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 05:30	EST	3810	A	3.18	A
USGS	01646500	2019-12-05 05:45	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 06:00	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 06:15	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 06:30	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 06:45	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 07:00	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 07:15	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 07:30	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 07:45	EST	3750	A	3.17	A
USGS	01646500	2019-12-05 08:00	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 08:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 08:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 08:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 09:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 09:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 09:30	EST	3520	A	3.13	A
USGS	01646500	2019-12-05 09:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 10:00	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 10:15	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 10:30	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 10:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-05 11:00	EST	3460	A	3.12	A
USGS	01646500	2019-12-05 11:15	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 11:30	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 12:00	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 12:15	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 12:30	EST	3520	A	3.13	A
USGS	01646500	2019-12-05 12:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-05 13:00	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 13:15	EST	3570	A	3.14	A
USGS	01646500	2019-12-05 13:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 13:45	EST	3580	A	3.14	A
USGS	01646500	2019-12-05 14:00	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 14:15	EST	3580	A	3.14	A
USGS	01646500	2019-12-05 14:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 14:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 15:00	EST	3580	A	3.14	A
USGS	01646500	2019-12-05 15:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 15:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 15:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 16:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 16:15	EST	3580	A	3.14	A
USGS	01646500	2019-12-05 16:30	EST	3520	A	3.13	A
USGS	01646500	2019-12-05 16:45	EST	3580	A	3.14	A
USGS	01646500	2019-12-05 17:00	EST	3580	A	3.14	A
USGS	01646500	2019-12-05 17:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 17:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 17:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 18:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 18:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 18:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 18:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 19:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 19:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 19:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 19:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 20:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 20:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 20:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 20:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 21:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 21:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 21:30	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 21:45	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 22:00	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 22:15	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 22:30	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 22:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 23:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-05 23:15	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 23:30	EST	3690	A	3.16	A
USGS	01646500	2019-12-05 23:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-06 00:00	EST	3690	A	3.16	A
USGS	01646500	2019-12-06 00:15	EST	3630	A	3.15	A
USGS	01646500	2019-12-06 00:30	EST	3630	A	3.15	A
USGS	01646500	2019-12-06 00:45	EST	3630	A	3.15	A
USGS	01646500	2019-12-06 01:00	EST	3630	A	3.15	A
USGS	01646500	2019-12-06 01:15	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 01:30	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 01:45	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 02:00	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 02:15	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 02:30	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 02:45	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 03:00	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 03:15	EST	3580	A	3.14	A
USGS	01646500	2019-12-06 03:30	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 03:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 04:00	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 04:15	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 04:30	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 04:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 05:00	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 05:15	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 05:30	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 05:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 06:00	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 06:15	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 06:30	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 06:45	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 07:00	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 07:15	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 07:30	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 07:45	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 08:00	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 08:15	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 08:30	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 08:45	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 09:00	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 09:15	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 09:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 09:45	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 10:00	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 10:15	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 10:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 10:45	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 11:00	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 11:15	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 11:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 11:45	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 12:00	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 12:15	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 12:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 12:45	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 13:00	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 13:15	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 13:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 13:45	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 14:00	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 14:15	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 14:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 14:45	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 15:00	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 15:15	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 15:30	EST	3350	A	3.10	A
USGS	01646500	2019-12-06 15:45	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 16:00	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 16:15	EST	3410	A	3.11	A
USGS	01646500	2019-12-06 16:30	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 16:45	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 17:00	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 17:15	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 17:30	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 17:45	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 18:00	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 18:15	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 18:30	EST	3460	A	3.12	A
USGS	01646500	2019-12-06 18:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 19:00	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 19:15	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 19:30	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 19:45	EST	3520	A	3.13	A
USGS	01646500	2019-12-06 20:00	EST	3520	A	3.13	A
